,Date,Peak Generation,Daily Energy Generation,Lowest Energy Generation,Daily Energy Sent,6:00 Generation,Highest System Frequency,Lowest System Frequency,Highest Voltage Recorded,Lowest Voltage Recorded
678,2023-06-07,4394.1,94547.56,2688.7,93093.87,3105.8,51.49,49.34,360.0,300.0
679,2022-09-14,4289.6,97076.58,3750.4,95760.38,3982.6,50.45,48.76,353.0,300.0
680,2023-09-14,3718.1,41100.2,36.7,40304.58,3882.9,51.114,48.41,364.0,303.0
681,2021-10-19,4797.17,97834.83,3601.5,96204.92,4280.5,50.96,50.01,348.0,300.0
682,2021-12-11,4623.0,105829.35,4070.9,104241.17,4735.3,50.437,48.82,353.0,300.0
683,2022-06-07,3504.9,77917.94,2903.4,76851.08,3309.0,50.485,49.0,360.0,300.0
684,2023-05-24,4637.54,103204.64,3800.9,101569.97,4280.6,51.354,49.82,350.0,300.0
685,2023-07-16,4441.37,99114.11,3723.4,97394.59,4154.3,50.89,49.18,354.0,300.0
686,2022-05-03,4291.88,100217.06,3975.5,98759.26,4077.6,50.481,49.132,358.0,300.0
687,2022-11-12,4593.0,104920.37,3940.7,103848.41,4342.8,50.57,49.09,353.0,300.0
688,2022-03-20,3869.8,86560.01,3341.3,85579.02,3522.8,50.532,49.083,360.0,302.0
689,2022-01-12,4662.4,105452.1,4069.6,102651.88,4168.8,50.915,48.69,354.0,290.0
690,2023-06-28,4546.8,93642.77,3254.1,92084.43,3794.6,50.964,49.398,354.0,300.0
691,2022-01-06,4831.0,105952.71,3937.6,104540.21,4420.4,50.492,49.29,351.0,291.0
692,2022-09-19,4328.1,98745.75,3718.4,97400.44,4187.2,50.613,49.101,352.0,300.0
693,2022-11-06,4735.1,107107.29,4264.1,105853.22,4622.6,50.72,49.48,353.0,300.0
694,2022-07-21,3935.13,89301.29,3309.6,88121.61,3945.8,50.727,49.165,356.0,300.0
695,2023-10-17,4910.81,102546.81,3739.6,101109.2,4781.0,50.736,49.412,354.0,300.0
696,2023-07-02,4579.6,97270.96,3231.8,95525.0,4461.8,50.96,49.01,358.0,300.0
697,2023-05-30,4682.3,105542.38,3915.3,103813.46,4645.0,50.753,49.044,349.0,300.0
698,2021-12-05,4970.4,106381.18,3982.1,104901.76,4759.5,50.44,49.23,351.0,300.0
699,2023-11-25,4850.83,108938.4,3794.04,107369.0,3788.64,50.749,49.217,346.0,299.0
700,2023-08-31,4376.4,99220.33,3882.14,98007.58,4347.4,50.42,49.08,348.0,300.0
701,2023-03-13,4418.16,101565.05,4131.47,100089.92,4646.5,50.62,49.04,345.0,300.0
702,2023-02-05,4674.4,108633.07,4233.3,107089.38,4516.4,50.83,49.12,354.0,300.0
703,2023-08-12,4168.0,96342.97,3838.0,95018.99,3993.5,50.79,49.016,359.0,300.0
704,2021-11-25,5043.27,111760.27,4170.4,110132.38,4840.9,50.386,49.248,352.0,295.0
705,2023-06-10,4675.71,99637.1,3790.4,98041.3,4028.0,51.89,49.033,359.0,300.0
706,2022-03-18,3596.1,82304.09,3061.5,81279.47,3677.2,50.88,49.47,361.0,299.0
707,2023-04-22,4324.1,98186.25,3914.7,96930.15,4174.9,51.102,49.056,353.0,300.0
708,2021-10-17,4736.49,95042.59,3199.8,93579.82,3703.6,51.3,49.93,352.0,300.0
709,2022-04-01,4311.1,100234.52,3719.7,99028.28,3922.2,50.733,49.014,353.0,300.0
710,2022-12-26,5061.2,112075.81,3792.6,110531.53,4546.9,50.816,49.379,353.0,300.0
711,2022-10-14,3777.34,85781.97,2974.5,84862.81,3658.77,50.725,49.018,350.0,291.0
712,2022-02-26,4588.4,105284.7,4102.4,103805.02,4550.1,50.427,49.149,356.0,300.0
713,2022-08-25,4747.9,105011.29,3760.7,103707.2,4365.5,50.59,49.515,352.0,300.0
714,2023-05-08,4210.8,95487.84,3767.9,94159.02,4255.5,50.8,48.84,352.0,300.0
715,2022-09-30,3948.8,90699.71,3461.0,89673.29,3761.0,50.641,48.99,353.0,300.0
716,2022-04-15,4142.1,93596.17,3660.0,92583.3,3580.0,50.766,49.407,359.0,300.0
717,2022-06-23,3886.9,84481.7,3343.1,83144.02,3568.5,50.723,49.266,354.0,300.0
718,2022-09-17,4362.4,100004.43,3817.4,98719.67,4363.9,50.898,49.095,351.0,300.0
719,2023-06-04,4314.94,97986.51,3843.8,96527.47,4320.57,50.484,49.041,352.0,300.0
720,2023-10-19,4905.6,104302.26,3164.5,103013.71,4872.0,50.831,49.126,345.0,290.0
721,2023-08-06,3803.6,86295.59,3455.54,85005.73,3836.9,50.846,48.89,357.0,300.0
722,2023-02-11,4443.9,99070.57,3478.8,97656.02,4312.9,51.339,49.033,359.0,300.0
723,2022-05-27,3638.0,84323.34,3390.4,83240.62,3535.2,50.556,48.99,355.0,300.0
724,2022-12-11,4527.84,104239.43,4123.1,102693.65,4496.99,50.76,49.0,354.0,300.0
725,2022-10-19,4196.2,95961.64,3850.8,94799.8,4113.3,50.37,49.08,349.0,288.0
726,2023-05-27,4379.51,84376.58,2291.4,83183.98,4052.3,51.598,48.912,363.0,300.0
727,2022-02-11,4761.4,106809.07,4080.7,105054.97,4772.0,50.729,48.36,360.0,300.0
728,2022-08-06,4218.3,96949.33,3821.7,95681.23,3935.8,50.479,49.0,358.0,300.0
729,2023-09-17,4376.46,94614.69,3668.7,93508.03,4268.8,50.781,49.203,351.0,300.0
730,2023-06-23,4252.8,95672.36,3610.0,94061.81,3786.2,50.935,49.02,355.0,300.0
731,2023-04-15,4452.24,104808.36,4207.2,103482.76,4314.9,50.852,49.019,350.0,300.0
732,2022-05-08,3971.4,87806.43,3485.4,86508.15,3653.8,50.623,49.657,357.0,300.0
733,2023-08-25,4218.27,96070.25,3802.5,94772.53,4094.7,50.37,48.76,350.0,300.0
734,2023-09-30,4895.5,103338.44,3784.3,101986.55,4407.0,50.66,49.01,347.0,300.0
735,2021-11-06,4789.2,100941.01,3693.2,99560.97,4228.3,50.422,49.455,351.0,300.0
736,2023-10-14,5151.4,106085.95,3793.1,104452.79,4633.3,50.641,49.53,348.0,300.0
737,2023-02-26,4931.9,102026.44,3355.3,100512.87,4858.0,51.32,49.34,353.0,300.0
738,2023-04-01,4705.91,108688.69,4230.7,107490.05,4536.9,50.596,49.0,348.0,300.0
739,2023-06-29,4522.06,99168.58,3317.31,97566.54,4328.3,50.841,49.0,354.0,300.0
740,2022-04-22,4266.64,96669.74,3808.2,95568.21,4296.7,50.618,49.0,357.0,300.0
741,2023-03-18,4765.3,105601.38,4015.8,104057.62,4333.9,50.759,49.199,344.0,300.0
742,2022-06-10,3633.7,78596.91,3003.7,77396.62,3508.0,50.73,49.024,355.0,300.0
743,2022-08-12,4289.9,97225.74,3798.9,96168.68,4121.4,50.5,49.02,355.0,300.0
744,2022-02-05,4862.9,98110.76,3707.3,97053.73,4370.7,50.94,49.107,362.0,300.0
745,2022-12-05,4553.8,106809.41,4344.02,105443.07,4474.4,50.22,49.0,349.0,300.0
