Date,Branch,Location,Feeder,Category,Fault,Areas Affected,Peak Generation,Daily Energy Generation,Lowest Energy Generation,Daily Energy Sent,6:00 Generation,Highest System Frequency,Lowest System Frequency,Highest Voltage Recorded,Lowest Voltage Recorded,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2022-12-22,Shomolu,OLOWORA,132 KV,Feeder, EMERGENCY OUTAGE AT OGBA AND ALIMOSHO TS,ALIMOSHO/OGBA,4723.7,107147.39,4154.3,105770.62,4389.2,50.47,49.02,355.0,300.0,"6.532954, 3.36739",2022-12-22,33.0,24.8,28.2,37.4,24.8,31.3,24.1,79.5,0.0,0,0.0,,0.0,0.0,15.8,14.8,250.9,1012.2,47.2,7.0,253.3,22.0,9,30.0,2022-12-22T06:52:51,2022-12-22T18:37:24,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999,VRJT5"
2022-12-22,Oshodi,IDIMU,33 KV,Feeder,PLANNED OUTAGE ON EGBE 33KV FEEDER,EGBE,4723.7,107147.39,4154.3,105770.62,4389.2,50.47,49.02,355.0,300.0,"6.532954, 3.36739",2022-12-22,33.0,24.8,28.2,37.4,24.8,31.3,24.1,79.5,0.0,0,0.0,,0.0,0.0,15.8,14.8,250.9,1012.2,47.2,7.0,253.3,22.0,9,30.0,2022-12-22T06:52:51,2022-12-22T18:37:24,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999,VRJT5"
2022-12-23,,,,,None,,4720.1,105493.52,4150.1,103943.42,4685.4,50.54,48.71,354.0,300.0,"6.532954, 3.36739",2022-12-23,39.1,20.0,27.4,40.4,20.0,27.7,18.4,62.5,0.0,0,0.0,,0.0,0.0,27.7,27.7,55.0,1012.3,33.4,6.6,265.0,23.0,9,10.0,2022-12-23T06:53:21,2022-12-23T18:37:54,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999,VRJT5"
2022-12-24,Ikeja,OGBA,11 KV,Feeder,CABLE FAULT ON IJAYE 11KV FEEDER,IJAIYE,4910.4,111043.37,4174.8,109533.28,4838.2,50.87,49.82,352.0,300.0,"6.532954, 3.36739",2022-12-24,33.1,21.0,26.8,33.2,21.0,26.6,16.1,54.7,0.0,0,0.0,,0.0,0.0,25.2,16.6,25.6,1012.5,31.9,6.9,259.8,22.5,9,10.0,2022-12-24T06:53:50,2022-12-24T18:38:25,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999,VRJT5"
2022-12-24,Akowonjo,ABULE,Not Specified,Human,TERMINATION FAILURE AT EJIGBO TX,EJIGBO,4910.4,111043.37,4174.8,109533.28,4838.2,50.87,49.82,352.0,300.0,"6.532954, 3.36739",2022-12-24,33.1,21.0,26.8,33.2,21.0,26.6,16.1,54.7,0.0,0,0.0,,0.0,0.0,25.2,16.6,25.6,1012.5,31.9,6.9,259.8,22.5,9,10.0,2022-12-24T06:53:50,2022-12-24T18:38:25,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999,VRJT5"
2022-12-25,Ikeja,PTC,Not Specified,Transformer,FAULT ON T2 15MVA TRANSFORMER - PTC ISS,PTC,5042.3,109523.53,3896.1,107918.96,4519.9,50.865,49.0,350.0,300.0,"6.532954, 3.36739",2022-12-25,34.0,19.9,26.5,33.6,19.9,26.4,15.8,56.4,0.0,0,0.0,,0.0,0.0,20.5,22.3,104.1,1012.6,26.9,8.4,264.0,22.8,9,10.0,2022-12-25T06:54:19,2022-12-25T18:38:55,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999,VRJT5"
2022-12-25,Ikeja,PTC,Not Specified,Transformer,FAULT ON T2 15MVA TRANSFORMER - PTC ISS,"OBA LADEJOBI STREET, HAROLD SHODIPO CR., JOEL OGUNAIKE ROAD, ABULE ONIGBAGBO ESTATE, ABIMBOLA OKUNUGA CLOSE, MOBOLAJI BANK ANTHONY WAY (PART)",5042.3,109523.53,3896.1,107918.96,4519.9,50.865,49.0,350.0,300.0,"6.532954, 3.36739",2022-12-25,34.0,19.9,26.5,33.6,19.9,26.4,15.8,56.4,0.0,0,0.0,,0.0,0.0,20.5,22.3,104.1,1012.6,26.9,8.4,264.0,22.8,9,10.0,2022-12-25T06:54:19,2022-12-25T18:38:55,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999,VRJT5"
2022-12-26,,,,,None,,5061.2,112075.81,3792.6,110531.53,4546.9,50.816,49.379,353.0,300.0,"6.532954, 3.36739",2022-12-26,33.0,20.8,27.4,33.0,20.8,27.4,16.2,52.5,0.0,0,0.0,,0.0,0.0,18.7,18.4,3.1,1012.8,27.1,7.0,266.0,23.1,9,10.0,2022-12-26T06:54:48,2022-12-26T18:39:26,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
2022-12-27,Ikeja,PTC,Not Specified,Transformer,FAULT ON T2 15MVA TRANSFORMER - PTC ISS,"OBA LADEJOBI STREET, HAROLD SHODIPO CR., JOEL OGUNAIKE ROAD, ABULE ONIGBAGBO ESTATE, ABIMBOLA OKUNUGA CLOSE, MOBOLAJI BANK ANTHONY WAY (PART)",4716.2,108452.05,4004.4,106946.06,4680.9,50.85,49.157,353.0,300.0,"6.532954, 3.36739",2022-12-27,34.0,21.0,27.4,34.6,21.0,27.4,17.3,57.4,0.0,0,0.0,,0.0,0.0,27.7,24.1,55.0,1012.9,27.9,5.8,265.5,23.1,9,10.0,2022-12-27T06:55:16,2022-12-27T18:39:57,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
2022-12-28,Ikeja,OREGUN,Not Specified,Transformer,EMERGENCY OUTAGE ON T3 60MVA TRANSFORMER ALAUSA,ALAUSA,4719.4,103387.75,3733.9,102053.11,4408.3,50.678,48.73,356.0,300.0,"6.532954, 3.36739",2022-12-28,35.5,21.0,27.9,35.8,21.0,28.1,17.5,57.3,0.0,0,0.0,,0.0,0.0,22.3,26.2,98.6,1012.3,29.0,5.0,267.6,23.1,9,10.0,2022-12-28T06:55:44,2022-12-28T18:40:28,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
2022-12-29,Akowonjo,ABULE,Not Specified,Breaker,TCN BREAKER FAULT ON T8 ALIMOSHO,"ALIMOSHO, ABULE ODU, GOWON",4596.6,103240.12,3941.8,101948.93,4456.5,50.75,49.2,356.0,300.0,"6.532954, 3.36739",2022-12-29,34.0,21.2,27.1,38.1,21.2,28.4,20.9,70.1,0.0,0,0.0,,0.0,0.0,16.6,13.0,200.9,1012.1,28.7,4.6,264.8,22.9,9,10.0,2022-12-29T06:56:11,2022-12-29T18:40:59,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
2022-12-29,Ikeja,PTC,11 KV,Breaker,FAULTY IKORODU 11KV BREAKER,PTC,4596.6,103240.12,3941.8,101948.93,4456.5,50.75,49.2,356.0,300.0,"6.532954, 3.36739",2022-12-29,34.0,21.2,27.1,38.1,21.2,28.4,20.9,70.1,0.0,0,0.0,,0.0,0.0,16.6,13.0,200.9,1012.1,28.7,4.6,264.8,22.9,9,10.0,2022-12-29T06:56:11,2022-12-29T18:40:59,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
2022-12-30,,,,,None,,4836.0,106866.06,3981.7,105585.36,4617.9,50.68,49.16,353.0,300.0,"6.532954, 3.36739",2022-12-30,34.0,23.0,27.8,35.8,23.0,28.3,19.4,64.5,0.0,0,0.0,,0.0,0.0,22.7,18.4,40.1,1012.5,32.7,5.6,273.3,23.5,9,10.0,2022-12-30T06:56:38,2022-12-30T18:41:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999,VRJT5"
2022-12-31,,,,,None,,4747.0,106635.14,4035.9,105382.6,4318.3,50.62,49.39,354.0,300.0,"6.532954, 3.36739",2022-12-31,35.0,22.1,27.6,34.4,22.1,27.4,15.7,51.6,0.0,0,0.0,,0.0,0.0,24.1,22.3,359.2,1012.8,27.1,3.8,263.3,22.8,9,10.0,2022-12-31T06:57:05,2022-12-31T18:42:00,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
2023-01-01,,,,,None,,4720.6,103988.01,3816.8,102792.25,4084.7,50.68,49.735,358.0,300.0,"6.532954, 3.36739",2023-01-01,35.0,20.8,27.2,33.7,20.8,26.9,14.2,48.2,0.0,0,0.0,,0.0,0.0,19.4,13.0,41.2,1011.7,31.5,5.1,271.3,23.3,9,10.0,2023-01-01T06:57:31,2023-01-01T18:42:31,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999,VRJT5"
2023-01-02,,,,,None,,4622.0,103076.3,3516.2,101879.22,4392.2,50.656,49.195,358.0,300.0,"6.532954, 3.36739",2023-01-02,35.0,19.0,26.8,34.0,19.0,26.5,14.7,51.7,0.0,0,0.0,,0.0,0.0,29.5,25.9,12.1,1011.6,40.4,4.2,256.5,22.2,9,10.0,2023-01-02T06:57:56,2023-01-02T18:43:02,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
2023-01-03,,,,,None,,4735.95,105998.38,3828.6,104770.97,4540.73,50.571,49.137,356.0,300.0,"6.532954, 3.36739",2023-01-03,34.0,20.9,27.0,33.3,20.9,26.9,15.2,50.3,0.0,0,0.0,,0.0,0.0,22.3,18.4,19.1,1011.8,27.1,2.9,267.2,23.2,9,10.0,2023-01-03T06:58:21,2023-01-03T18:43:33,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
2023-01-04,,,,,None,,4540.7,100063.28,3903.1,98644.66,4471.1,50.624,49.129,359.0,301.0,"6.532954, 3.36739",2023-01-04,33.9,21.9,27.1,32.8,21.9,26.9,16.6,56.3,0.0,0,0.0,,0.0,0.0,25.9,22.2,102.8,1012.1,29.3,2.3,255.8,22.2,9,10.0,2023-01-04T06:58:46,2023-01-04T18:44:03,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
2023-01-05,Oshodi,AMUWO,Not Specified,Planned,PLANNED OUTAGE TRACKER,"HONGXING COMPANY, BABANGIDA WAY",4517.2,105467.47,4090.0,104081.42,4477.6,50.476,49.068,357.0,300.0,"6.532954, 3.36739",2023-01-05,34.0,21.0,27.2,34.6,21.0,27.7,18.6,61.9,0.0,0,0.0,,0.0,0.0,24.1,15.3,251.0,1012.2,27.6,2.3,252.0,21.8,9,10.0,2023-01-05T06:59:09,2023-01-05T18:44:34,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,65213099999,DNMM,65201099999"
2023-01-05,Ikeja,PTC,Not Specified,Planned,PLANNED OUTAGE TRACKER,"POWER HOLDING COMPANY OF NIG.,  PTC STATION TRANSFORMER PTC ISS  3 X 15MVA,COMPUTER VILLAGE,OLOWU,GRA,PTC,",4517.2,105467.47,4090.0,104081.42,4477.6,50.476,49.068,357.0,300.0,"6.532954, 3.36739",2023-01-05,34.0,21.0,27.2,34.6,21.0,27.7,18.6,61.9,0.0,0,0.0,,0.0,0.0,24.1,15.3,251.0,1012.2,27.6,2.3,252.0,21.8,9,10.0,2023-01-05T06:59:09,2023-01-05T18:44:34,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,65213099999,DNMM,65201099999"
2023-01-05,Ikeja,OBA,Not Specified,Human,VANDALIZED LV CABLES AT 33-ALAUSATCN-OPIC-ISHERI OLOFIN 1,"OBA AKRAN, OJODU",4517.2,105467.47,4090.0,104081.42,4477.6,50.476,49.068,357.0,300.0,"6.532954, 3.36739",2023-01-05,34.0,21.0,27.2,34.6,21.0,27.7,18.6,61.9,0.0,0,0.0,,0.0,0.0,24.1,15.3,251.0,1012.2,27.6,2.3,252.0,21.8,9,10.0,2023-01-05T06:59:09,2023-01-05T18:44:34,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,65213099999,DNMM,65201099999"
2023-01-06,Shomolu,KETU,Not Specified,Transformer (N/S),NO SUPPLY ON 11-MARYLANDINJ-T1-KETU-ODOGBOLU,MARYLAND,4544.0,104516.61,4178.1,103128.62,4233.1,50.5,49.06,357.0,300.0,"6.532954, 3.36739",2023-01-06,33.1,23.0,27.6,37.0,23.0,29.7,21.4,69.7,0.0,0,0.0,,0.0,0.0,22.7,16.6,177.7,1012.9,21.4,3.7,251.8,21.8,9,10.0,2023-01-06T06:59:32,2023-01-06T18:45:04,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999,VRJT5"
2023-01-06,Akowonjo,AIT,Not Specified,Planned,PLANNED OUTAGE TRACKER FOR 5/1/2023,"ISOTO, IGE ESTATE, AIYETOBI ROAD, AMIKANLE ROAD",4544.0,104516.61,4178.1,103128.62,4233.1,50.5,49.06,357.0,300.0,"6.532954, 3.36739",2023-01-06,33.1,23.0,27.6,37.0,23.0,29.7,21.4,69.7,0.0,0,0.0,,0.0,0.0,22.7,16.6,177.7,1012.9,21.4,3.7,251.8,21.8,9,10.0,2023-01-06T06:59:32,2023-01-06T18:45:04,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999,VRJT5"
2023-01-06,Shomolu,MAGODO,Not Specified,Transformer,EMERGENCY OUTAGE ON T3 60MVA ALAUSA TS,"OLOWORA, MAGODO,UAC,7UP,AGIDINGBI AND OMOLE.",4544.0,104516.61,4178.1,103128.62,4233.1,50.5,49.06,357.0,300.0,"6.532954, 3.36739",2023-01-06,33.1,23.0,27.6,37.0,23.0,29.7,21.4,69.7,0.0,0,0.0,,0.0,0.0,22.7,16.6,177.7,1012.9,21.4,3.7,251.8,21.8,9,10.0,2023-01-06T06:59:32,2023-01-06T18:45:04,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999,VRJT5"
2023-01-07,Ikeja,OGBA,Not Specified,Planned,PLANNED OUTAGE TRACKER,"ADENIJI JONES, OGBA, ANIFOWOSE",4508.269951602226,102501.42996348362,3986.951161034722,101215.8087392694,4243.321193328858,50.51928081880346,49.09892059370424,357.8799993498126,300.19380388304404,"6.532954, 3.36739",2023-01-07,36.0,24.8,28.8,39.3,24.8,31.7,23.2,73.4,0.0,0,0.0,,0.0,0.0,22.3,18.4,196.4,1012.5,37.8,4.7,264.0,22.7,9,30.0,2023-01-07T06:59:55,2023-01-07T18:45:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
2023-01-07,Oshodi,ISOLO,Not Specified,Planned,PLANNED OUTAGE TRACKER,OSHODI,4508.269951602226,102501.42996348362,3986.951161034722,101215.8087392694,4243.321193328858,50.51928081880346,49.09892059370424,357.8799993498126,300.19380388304404,"6.532954, 3.36739",2023-01-07,36.0,24.8,28.8,39.3,24.8,31.7,23.2,73.4,0.0,0,0.0,,0.0,0.0,22.3,18.4,196.4,1012.5,37.8,4.7,264.0,22.7,9,30.0,2023-01-07T06:59:55,2023-01-07T18:45:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
2023-01-08,Akowonjo,EGBEDA,Not Specified,Planned,PLANNED OUTAGE TRACKER,"ABORU, IYANA IPAJA, OYEWOLE, AGEGE, DOPEMU, ADARANIJO, ARIGBANLA, NYSC CAMP",4305.03,98996.13,3916.05,97760.25,4309.6,50.385,49.01,360.0,300.0,"6.532954, 3.36739",2023-01-08,35.0,24.9,28.5,39.6,24.9,31.8,24.1,78.8,0.0,0,0.0,,0.0,0.0,19.8,14.8,209.3,1012.4,32.2,5.9,260.0,22.4,9,30.0,2023-01-08T07:00:17,2023-01-08T18:46:04,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
2023-01-08,Ikeja,PTC,Not Specified,Transformer (N/S),FAULT ON ODUDUWA CRESCENT IV 500KVA," ODUDUWA CRESCENT (PARTS), ODUDUWA STREET (PARTS), ODUDUWA WAY (PARTS)",4305.03,98996.13,3916.05,97760.25,4309.6,50.385,49.01,360.0,300.0,"6.532954, 3.36739",2023-01-08,35.0,24.9,28.5,39.6,24.9,31.8,24.1,78.8,0.0,0,0.0,,0.0,0.0,19.8,14.8,209.3,1012.4,32.2,5.9,260.0,22.4,9,30.0,2023-01-08T07:00:17,2023-01-08T18:46:04,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
2023-01-09,Oshodi,OSHODI,Not Specified,Planned,PLANNED OUTAGE TRACKER FOR 9/1/2023,OSHODI,4383.26,101662.73,4091.6,100331.73,4207.3,50.51,49.37,358.0,300.0,"6.532954, 3.36739",2023-01-09,35.7,24.8,29.0,39.5,24.8,31.9,23.8,76.5,0.0,0,0.0,,0.0,0.0,18.4,17.0,237.9,1012.7,35.4,4.9,267.0,23.0,9,30.0,2023-01-09T07:00:37,2023-01-09T18:46:33,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999,VRJT5"
2023-01-10,Oshodi,AJAO,Not Specified,Feeder,FEEDER FAULT,NWAOBODO EZE STREET AND ENVIRONS,4249.5,100139.34,4069.47,98805.27,4266.66,50.48,49.01,358.0,300.0,"6.532954, 3.36739",2023-01-10,35.0,24.1,28.9,37.7,24.1,31.4,22.9,73.0,0.0,0,0.0,,0.0,0.0,22.3,18.4,251.9,1013.8,34.7,4.4,269.1,23.2,9,30.0,2023-01-10T07:00:58,2023-01-10T18:47:02,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999,VRJT5"
2023-01-10,Oshodi,AJAO,Not Specified,Feeder,FEEDER FAULT,NWAOBODO EZE STREET AND ENVIRONS,4249.5,100139.34,4069.47,98805.27,4266.66,50.48,49.01,358.0,300.0,"6.532954, 3.36739",2023-01-10,35.0,24.1,28.9,37.7,24.1,31.4,22.9,73.0,0.0,0,0.0,,0.0,0.0,22.3,18.4,251.9,1013.8,34.7,4.4,269.1,23.2,9,30.0,2023-01-10T07:00:58,2023-01-10T18:47:02,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999,VRJT5"
2023-01-10,Oshodi,AJAO,Not Specified,Feeder,FEEDER FAULT,NWAOBODO EZE STREET AND ENVIRONS,4249.5,100139.34,4069.47,98805.27,4266.66,50.48,49.01,358.0,300.0,"6.532954, 3.36739",2023-01-10,35.0,24.1,28.9,37.7,24.1,31.4,22.9,73.0,0.0,0,0.0,,0.0,0.0,22.3,18.4,251.9,1013.8,34.7,4.4,269.1,23.2,9,30.0,2023-01-10T07:00:58,2023-01-10T18:47:02,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999,VRJT5"
2023-01-11,,,,,None,,4429.11,99473.42,3830.4,98130.34,3836.0,50.45,49.0,358.0,300.0,"6.532954, 3.36739",2023-01-11,34.9,24.9,28.4,38.0,24.9,30.5,22.5,72.8,0.0,0,0.0,,0.0,0.0,22.3,18.4,254.0,1013.7,33.0,5.8,272.8,23.6,9,10.0,2023-01-11T07:01:17,2023-01-11T18:47:31,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999,VRJT5"
2023-01-12,,,,,None,,4126.38,88406.71,3350.8,86988.44,4213.8,50.621,48.961,367.0,306.0,"6.532954, 3.36739",2023-01-12,35.0,24.0,28.2,37.0,24.0,29.9,22.8,75.7,0.0,0,0.0,,0.0,0.0,25.9,22.3,43.0,1011.8,29.2,5.2,266.5,23.0,9,10.0,2023-01-12T07:01:36,2023-01-12T18:47:59,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
2023-01-13,,,,,None,,4213.8,93286.41,3623.1,91838.31,3739.2,50.785,49.059,358.0,300.0,"6.532954, 3.36739",2023-01-13,33.2,24.8,28.1,38.3,24.8,30.9,23.6,77.9,0.0,0,0.0,,0.0,0.0,18.4,14.8,197.5,1011.2,34.2,4.9,271.5,23.5,9,30.0,2023-01-13T07:01:54,2023-01-13T18:48:27,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
2023-01-14,,,,,None,,3877.4,88115.53,3446.8,86746.88,4172.0,50.719,49.012,359.0,300.0,"6.532954, 3.36739",2023-01-14,33.9,24.0,28.3,39.2,24.0,30.9,23.5,77.5,0.0,0,0.0,,0.0,0.0,17.3,15.5,207.2,1013.1,39.0,4.5,246.5,21.4,9,30.0,2023-01-14T07:02:11,2023-01-14T18:48:55,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
2023-01-15,,,,,None,,4198.2,98274.94,3934.3,96882.58,3803.93,50.405,49.036,358.0,300.0,"6.532954, 3.36739",2023-01-15,33.1,24.1,28.6,38.1,24.1,31.6,23.4,74.7,0.0,0,0.0,,0.0,0.0,17.3,13.0,167.4,1011.5,35.9,5.1,268.3,23.2,9,30.0,2023-01-15T07:02:27,2023-01-15T18:49:22,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
2023-01-16,,,,,None,,4014.8,89602.99,3444.6,88628.67,4016.0,50.589,49.022,358.0,300.0,"6.532954, 3.36739",2023-01-16,35.1,24.0,29.0,38.3,24.0,31.8,22.9,72.7,0.0,0,0.0,,0.0,0.0,17.3,14.9,272.7,1011.0,31.4,6.2,270.3,23.3,9,30.0,2023-01-16T07:02:42,2023-01-16T18:49:48,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999,VRJT5"
2023-01-17,,,,,None,,4020.1,89894.68,3466.0,88557.46,3738.0,50.577,49.051,349.0,302.0,"6.532954, 3.36739",2023-01-17,34.9,25.0,29.0,37.3,25.0,31.1,22.4,71.6,0.0,0,0.0,,0.0,0.0,25.9,22.4,168.2,1011.2,36.4,5.0,272.9,23.5,9,30.0,2023-01-17T07:02:57,2023-01-17T18:50:15,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
2023-01-18,Oshodi,AJAO,33 KV,TCN,TCN OUTAGE ON AJAO 33KV FEEDER,"MAFOLUKU, AJAO ESTATE AND OTHER ENVIRONS.",4017.3,91213.4,3651.7,89968.01,3826.7,50.581,49.037,349.0,300.0,"6.532954, 3.36739",2023-01-18,35.0,23.1,28.2,39.5,23.1,30.9,22.9,74.7,0.0,0,0.0,,0.0,0.0,19.4,18.3,228.9,1011.2,38.1,6.2,270.7,23.4,9,30.0,2023-01-18T07:03:10,2023-01-18T18:50:40,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999,VRJT5"
2023-01-19,Shomolu,MAGODO,33 KV,Planned,PLANNED OUTAGE ON MAGODO 33KV FEEDER,"OMOLE PHASE 2, MAGODO ESTATE, CMD ROAD, BROOSKS ESTATE, JUBILEE, DIAMOND ESTATE.",3934.8,88136.82,3472.3,86966.52,3634.7,50.684,49.109,353.0,300.0,"6.532954, 3.36739",2023-01-19,34.0,24.1,28.3,40.6,24.1,31.8,24.4,80.9,0.0,0,0.0,,0.0,0.0,25.9,22.3,208.4,1011.6,40.1,6.5,256.7,22.1,9,60.0,2023-01-19T07:03:23,2023-01-19T18:51:05,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
2023-01-20,Oshodi,AMUWO,11 KV,Human,BROKEN HT POLE ON AMUWO INDUSTRIAL 11KV FEEDER,"FIRST RAINBOW JUNCTION, ALONG OSHODI APAPA EXPRESSWAY",3948.0,87264.03,3458.8,86121.78,3827.6,50.493,49.032,352.0,304.0,"6.532954, 3.36739",2023-01-20,35.0,25.0,28.8,41.9,25.0,32.3,24.2,77.8,0.0,0,0.0,,0.0,0.0,19.1,18.4,189.6,1011.3,48.1,7.4,268.8,23.3,9,60.0,2023-01-20T07:03:35,2023-01-20T18:51:30,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
2023-01-21,,,,,None,,4142.86,94841.53,3734.0,93646.86,4214.6,50.666,49.198,351.0,300.0,"6.532954, 3.36739",2023-01-21,34.0,25.2,29.1,39.3,25.2,33.3,24.5,77.6,0.0,0,0.0,,0.0,0.0,24.1,20.5,184.1,1011.1,45.3,7.8,269.9,23.4,9,75.0,2023-01-21T07:03:46,2023-01-21T18:51:54,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
2023-01-22,,,,,None,,4261.61,97250.33,3698.8,95980.7,4330.5,50.98,49.0,350.0,300.0,"6.532954, 3.36739",2023-01-22,34.8,26.8,29.2,42.7,30.2,34.3,24.9,78.6,0.1,100,4.17,rain,0.0,0.0,21.6,14.8,215.0,1010.3,48.5,8.7,247.3,21.5,9,75.0,2023-01-22T07:03:55,2023-01-22T18:52:17,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
2023-01-23,Abule Egba,LAMBE,Not Specified,Notification,REQUEST TO NOTIFY CUSTOMERS ON GASLINE 300KVA S/S AND OLAMBE CASTLE INN 200KVA S,GASLINE 300KVA S/S AND OLAMBE CASTLE INN 200KVA S/S ON OLAMBE 11KV FEEDER,4407.0,100471.77,3743.6,99116.43,4633.5,50.69,48.75,347.0,300.0,"6.532954, 3.36739",2023-01-23,34.1,26.0,29.4,40.1,26.0,33.6,24.1,74.5,0.0,0,0.0,rain,0.0,0.0,20.5,19.8,189.0,1010.4,43.0,9.8,265.8,23.0,9,60.0,2023-01-23T07:04:04,2023-01-23T18:52:40,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
2023-01-24,Ikeja,PTC,33 KV,Feeder,FAULT ON PTC EXPRESS 33KV FEEDER,PTC,4633.5,105655.33,4177.3,104209.69,4266.7,50.705,49.0,346.0,300.0,"6.532954, 3.36739",2023-01-24,35.0,25.0,29.4,41.9,25.0,33.9,24.6,77.2,0.0,0,0.0,rain,0.0,0.0,22.3,18.4,196.7,1010.4,45.1,9.6,267.0,23.1,9,75.0,2023-01-24T07:04:12,2023-01-24T18:53:02,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
