Date,Branch,Location,Feeder,Category,Fault,Areas Affected,Peak Generation,Daily Energy Generation,Lowest Energy Generation,Daily Energy Sent,6:00 Generation,Highest System Frequency,Lowest System Frequency,Highest Voltage Recorded,Lowest Voltage Recorded,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2021-10-02,Shomolu,OWORO ,33 KV,Feeder,FAULT ON OWORO IGBOBI 33KV,OWORO IGBOBI,4574.23,96086.18,3321.9,94576.37,3904.9,50.69,50.023,352.0,300.0,"6.532954, 3.36739",2021-10-02,31.0,24.0,27.3,39.1,24.0,30.5,24.7,86.4,0.0,0,0.0,,,,27.7,24.1,241.5,1012.1,56.1,9.6,126.4,11.2,5,,2021-10-02T06:34:10,2021-10-02T18:37:26,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,VRJT5"
2021-10-02,Shomolu,OWORO,33 KV,Feeder,FAULT ON OWORO IGBOBI 33KV,OWORO IGBOBI,4574.23,96086.18,3321.9,94576.37,3904.9,50.69,50.023,352.0,300.0,"6.532954, 3.36739",2021-10-02,31.0,24.0,27.3,39.1,24.0,30.5,24.7,86.4,0.0,0,0.0,,,,27.7,24.1,241.5,1012.1,56.1,9.6,126.4,11.2,5,,2021-10-02T06:34:10,2021-10-02T18:37:26,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,VRJT5"
2021-10-03,,,,,None,,4849.03,95387.46,3284.0,93940.12,4160.9,50.928,49.816,349.0,300.0,"6.532954, 3.36739",2021-10-03,31.1,24.8,27.2,37.9,24.8,30.0,24.9,87.7,1.0,100,33.33,rain,,,16.6,18.7,244.5,1012.5,61.7,9.8,129.6,11.2,4,,2021-10-03T06:34:01,2021-10-03T18:36:56,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999,VRJT5"
2021-10-04,Abule Egba,FAGBA,Not Specified,Transformer (N/S),FAULT ON 11-IJAIYE OJOKOROINJ-T1-AGBADO 2-MAJEOBAJE,11 IJAIYE OJOKOROINJ T1 AGBADO 2 MAJEOBAJE,4932.41,103650.5,3473.8,102115.35,4057.1,51.026,49.583,346.0,296.0,"6.532954, 3.36739",2021-10-04,32.1,13.5,25.8,39.3,13.5,29.2,22.2,81.1,3.0,100,66.67,rain,,,27.7,55.4,196.6,1016.9,55.6,13.3,222.4,19.1,8,,2021-10-04T06:33:53,2021-10-04T18:36:27,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"DNMM,remote,VRJT5,65201099999"
2021-10-05,,,,,None,,4609.41,100927.08,3460.9,99289.01,3743.5,51.223,49.846,347.0,293.0,"6.532954, 3.36739",2021-10-05,31.0,24.8,27.7,37.7,24.8,31.0,24.7,84.3,0.0,0,0.0,,,,16.6,18.4,209.1,1011.7,57.5,9.6,177.3,15.1,6,,2021-10-05T06:33:45,2021-10-05T18:35:58,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,VRJT5"
2021-10-06,,,,,None,,4844.3,98480.26,3404.7,97042.39,4120.0,51.08,50.01,347.0,300.0,"6.532954, 3.36739",2021-10-06,29.0,25.0,26.9,35.2,25.0,29.3,24.9,88.9,1.0,100,4.17,rain,,,22.3,18.4,232.3,1012.2,53.6,9.1,87.9,7.7,3,,2021-10-06T06:33:38,2021-10-06T18:35:30,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999,VRJT5"
2021-10-07,,,,,None,,5084.7,101292.29,3544.2,100011.43,4338.9,50.98,49.2,349.0,294.0,"6.532954, 3.36739",2021-10-07,31.0,23.1,26.9,37.7,23.1,29.3,24.1,85.5,0.0,0,0.0,,,,20.5,16.6,224.9,1011.7,55.6,9.6,206.9,17.9,7,,2021-10-07T06:33:31,2021-10-07T18:35:02,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,VRJT5"
2021-10-08,,,,,None,,4907.59,105701.39,3641.1,104198.76,4017.6,50.99,48.75,377.0,290.0,"6.532954, 3.36739",2021-10-08,33.0,23.8,27.5,42.1,23.8,30.9,24.6,84.9,0.0,0,0.0,,,,20.5,16.6,223.8,1010.3,52.6,9.6,277.5,23.9,10,,2021-10-08T06:33:25,2021-10-08T18:34:35,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,VRJT5"
2021-10-09,,,,,None,,4620.1,97829.83,3530.1,96442.85,3875.9,50.77,48.35,351.0,300.0,"6.532954, 3.36739",2021-10-09,29.0,24.8,26.7,35.6,24.8,29.2,25.2,91.6,30.0,100,4.17,rain,,,22.3,22.3,245.7,1011.3,64.5,9.6,91.3,7.7,3,,2021-10-09T06:33:18,2021-10-09T18:34:08,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,65201099999,VRJT5"
2021-10-10,Abule Egba,FAGBA,11 KV,Feeder,FAULT ON AGBE ROAD 11KV FEEDER,AGBE ROAD,4916.2,97010.85,3344.1,95590.29,4330.8,50.81,48.0,352.0,300.0,"6.532954, 3.36739",2021-10-10,32.0,24.0,27.2,40.6,24.0,30.5,24.7,86.7,5.0,100,4.17,rain,,,22.3,18.4,223.0,1012.3,61.3,9.1,118.7,10.3,4,,2021-10-10T06:33:13,2021-10-10T18:33:41,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VRJU8,DNMM,65201099999,VRJT5"
2021-10-10,Abule Egba,FAGBA,11 KV,Feeder,FAULT ON AGBE ROAD 11KV FEEDER,AGBE ROAD,4916.2,97010.85,3344.1,95590.29,4330.8,50.81,48.0,352.0,300.0,"6.532954, 3.36739",2021-10-10,32.0,24.0,27.2,40.6,24.0,30.5,24.7,86.7,5.0,100,4.17,rain,,,22.3,18.4,223.0,1012.3,61.3,9.1,118.7,10.3,4,,2021-10-10T06:33:13,2021-10-10T18:33:41,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VRJU8,DNMM,65201099999,VRJT5"
2021-10-11,,,,,None,,4815.73,103439.85,3635.2,101729.23,4227.5,51.099,49.374,349.0,298.0,"6.532954, 3.36739",2021-10-11,32.0,24.0,27.7,40.6,24.0,31.0,25.0,85.9,2.0,100,4.17,rain,,,16.6,16.6,239.9,1012.7,57.9,9.7,185.7,16.0,7,,2021-10-11T06:33:07,2021-10-11T18:33:15,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,65201099999,VRJT5"
2021-10-12,,,,,None,,5066.59,101369.14,3533.9,99810.07,4507.1,50.947,49.357,394.0,294.0,"6.532954, 3.36739",2021-10-12,32.0,23.0,27.2,44.0,23.0,31.2,24.8,87.6,17.0,100,4.17,rain,,,18.4,27.7,219.2,1011.5,43.3,8.9,79.4,6.8,3,,2021-10-12T06:33:02,2021-10-12T18:32:49,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
2021-10-13,,,,,None,,4872.6,103062.52,3774.2,101568.16,4351.7,50.849,49.189,351.0,293.0,"6.532954, 3.36739",2021-10-13,33.0,24.9,28.3,40.6,24.9,31.8,24.3,79.9,0.3,100,8.33,rain,,,16.6,18.4,219.3,1011.4,48.2,9.7,176.7,15.3,6,,2021-10-13T06:32:58,2021-10-13T18:32:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999"
2021-10-14,,,,,None,,5093.01,103425.96,3631.4,101933.48,4513.1,50.757,49.174,348.0,294.0,"6.532954, 3.36739",2021-10-14,33.0,24.8,28.2,40.6,24.8,31.6,24.8,82.4,0.0,0,0.0,,,,25.9,22.3,192.3,1011.7,54.1,9.7,115.8,10.1,4,,2021-10-14T06:32:54,2021-10-14T18:32:00,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
2021-10-15,,,,,None,,5092.57,107136.33,3955.4,105608.34,4203.8,50.609,49.828,348.0,297.0,"6.532954, 3.36739",2021-10-15,32.9,24.8,26.8,40.8,24.8,29.1,24.7,88.7,11.0,100,4.17,rain,,,13.0,16.6,228.3,1011.4,47.1,9.7,261.6,22.7,9,,2021-10-15T06:32:51,2021-10-15T18:31:36,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
2021-10-16,,,,,None,,5050.89,101314.91,3746.7,99803.68,4141.1,50.611,49.756,348.0,300.0,"6.532954, 3.36739",2021-10-16,32.0,23.0,26.9,39.2,23.0,29.4,24.2,86.3,26.0,100,8.33,rain,,,22.3,20.5,236.8,1011.2,59.5,9.5,219.3,19.0,8,,2021-10-16T06:32:48,2021-10-16T18:31:13,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999"
2021-10-17,,,,,None,,4736.49,95042.59,3199.8,93579.82,3703.6,51.3,49.93,352.0,300.0,"6.532954, 3.36739",2021-10-17,32.0,23.0,27.0,39.1,23.0,30.5,24.3,86.0,1.2,100,4.17,rain,,,20.5,18.9,195.2,1010.6,56.2,10.5,118.3,10.2,4,,2021-10-17T06:32:45,2021-10-17T18:30:51,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
2021-10-18,,,,,None,,4941.3,94223.97,2955.2,92361.58,3713.4,51.11,49.44,355.0,295.0,"6.532954, 3.36739",2021-10-18,29.0,23.2,26.1,33.6,23.2,27.3,24.0,88.6,22.0,100,8.33,rain,,,13.0,17.3,210.0,1012.1,62.4,7.4,109.3,9.5,3,,2021-10-18T06:32:44,2021-10-18T18:30:29,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
2021-10-19,,,,,None,,4797.17,97834.83,3601.5,96204.92,4280.5,50.96,50.01,348.0,300.0,"6.532954, 3.36739",2021-10-19,31.2,23.2,26.8,38.0,23.2,29.5,24.3,86.6,2.0,100,4.17,rain,,,18.4,21.2,216.4,1012.6,56.0,9.4,189.6,16.5,7,,2021-10-19T06:32:42,2021-10-19T18:30:07,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
2021-10-20,,,,,None,,5103.21,102739.06,3602.2,101008.4,4447.9,50.624,49.22,350.0,299.0,"6.532954, 3.36739",2021-10-20,31.0,24.0,27.5,37.7,24.0,31.0,24.8,85.6,0.0,0,0.0,,,,16.6,13.1,222.2,1012.8,60.9,8.9,121.1,10.4,4,,2021-10-20T06:32:42,2021-10-20T18:29:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,VRJT5"
2021-10-21,,,,,None,,5004.47,106010.93,3898.5,104274.35,4452.5,50.666,49.809,348.0,296.0,"6.532954, 3.36739",2021-10-21,30.1,25.1,27.2,36.2,25.1,30.4,24.8,86.8,0.2,100,4.17,rain,,,11.2,14.8,241.5,1012.5,55.3,9.0,158.6,13.8,6,,2021-10-21T06:32:42,2021-10-21T18:29:27,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999"
2021-10-22,,,,,None,,4523.37,99601.24,3614.2,98130.6,3396.6,51.167,50.028,349.0,295.0,"6.532954, 3.36739",2021-10-22,31.0,24.0,26.4,37.7,24.0,28.4,24.6,89.9,7.0,100,4.17,rain,,,16.6,14.8,204.3,1012.1,60.2,8.3,153.2,13.2,6,,2021-10-22T06:32:42,2021-10-22T18:29:08,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,65201099999"
2021-10-23,,,,,None,,4725.31,90117.51,3080.0,88744.11,3848.8,51.124,49.697,352.0,300.0,"6.532954, 3.36739",2021-10-23,29.0,23.0,25.9,33.6,23.0,27.4,23.8,88.3,20.0,100,8.33,rain,,,13.0,19.1,208.6,1013.6,61.4,8.8,139.7,12.0,5,,2021-10-23T06:32:43,2021-10-23T18:28:50,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
2021-10-24,Shomolu,KETU,11 KV,Feeder,FAULT ON KETU 11KV FEEDER,KETU,4329.39,91810.12,2781.5,90640.97,3724.1,51.68,49.567,354.0,300.0,"6.532954, 3.36739",2021-10-24,32.0,23.2,27.5,40.6,23.2,30.9,24.4,83.7,0.0,0,0.0,,,,13.0,16.6,176.1,1013.9,49.5,8.5,227.9,19.7,8,,2021-10-24T06:32:45,2021-10-24T18:28:32,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
2021-10-25,,,,,None,,4567.847893926654,95691.17075726808,3238.19190968106,94440.11993899204,3978.454344103284,51.162299617683296,49.67840744593904,353.8848774240987,299.3046284946178,"6.532954, 3.36739",2021-10-25,32.0,24.1,27.5,40.6,24.1,30.8,24.6,84.7,2.0,100,4.17,rain,,,9.4,18.7,216.8,1013.0,56.5,10.4,158.6,13.6,5,,2021-10-25T06:32:48,2021-10-25T18:28:15,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
2021-10-26,,,,,None,,4490.67,92572.06,3072.6,91537.58,4223.8,51.394,49.658,357.0,300.0,"6.532954, 3.36739",2021-10-26,33.0,24.0,27.7,38.1,24.0,29.9,23.8,81.1,4.0,100,4.17,rain,,,51.8,33.5,148.6,1013.4,49.6,9.0,116.6,10.2,4,,2021-10-26T06:32:51,2021-10-26T18:27:59,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,65201099999"
2021-10-27,,,,,None,,4791.49,100818.05,3592.7,99589.99,4100.6,50.972,49.75,352.0,300.0,"6.532954, 3.36739",2021-10-27,32.0,24.8,28.0,39.4,24.8,31.3,24.1,80.3,0.1,100,4.17,rain,,,27.7,18.4,188.0,1012.6,50.5,9.2,179.9,15.5,6,,2021-10-27T06:32:55,2021-10-27T18:27:44,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,remote,65201099999"
2021-10-28,,,,,None,,4552.88,99565.26,3420.1,98379.68,4272.8,51.02,49.382,354.0,300.0,"6.532954, 3.36739",2021-10-28,31.0,25.0,27.7,37.7,25.0,30.8,24.8,84.7,5.0,100,4.17,rain,,,16.6,14.8,197.1,1012.2,55.5,9.1,120.8,10.3,5,,2021-10-28T06:32:59,2021-10-28T18:27:30,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,65201099999"
2021-10-29,,,,,None,,4845.83,103665.51,3766.5,102461.24,4031.5,50.81,49.78,351.0,296.0,"6.532954, 3.36739",2021-10-29,32.0,24.1,27.8,40.6,24.1,31.3,25.0,85.4,0.0,0,0.0,,,,18.4,16.6,199.9,1011.1,52.2,9.4,188.8,16.4,6,,2021-10-29T06:33:05,2021-10-29T18:27:16,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
2021-10-30,,,,,None,,4743.81,99259.32,3634.7,98032.5,3705.7,50.68,49.79,353.0,300.0,"6.532954, 3.36739",2021-10-30,33.0,24.0,28.0,40.6,24.0,32.0,24.8,84.1,3.0,100,4.17,rain,,,16.6,33.5,193.2,1011.8,55.1,9.4,102.5,9.0,4,,2021-10-30T06:33:10,2021-10-30T18:27:04,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,65201099999,VRJT5"
2021-10-31,,,,,None,,4224.9,96765.02,3522.1,95649.37,3844.3,50.86,49.88,356.0,300.0,"6.532954, 3.36739",2021-10-31,31.0,18.0,27.9,40.6,18.0,32.6,24.9,84.5,1.0,100,4.17,rain,,,41.6,25.9,186.5,1012.8,58.1,9.9,117.4,10.1,4,,2021-10-31T06:33:17,2021-10-31T18:26:52,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999,VRJT5"
2021-11-01,,,,,None,,4639.697273844282,98290.54698472132,3414.269806842395,96986.8433693868,4010.0287572536417,51.001970824744745,49.69115389525659,353.6347414944456,298.94252137026075,"6.532954, 3.36739",2021-11-01,32.8,23.0,27.6,39.0,23.0,30.9,24.0,82.2,3.0,100,4.17,rain,,,24.1,14.8,215.0,1013.2,48.3,9.1,200.5,17.2,8,,2021-11-01T06:33:24,2021-11-01T18:26:41,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,65201099999,VRJT5"
2021-11-02,,,,,None,,4883.39,91591.02,2632.6,90346.92,4296.4,51.274,49.65,358.0,298.0,"6.532954, 3.36739",2021-11-02,30.9,22.0,25.7,36.7,22.0,27.2,23.4,87.8,35.0,100,8.33,rain,,,20.5,40.7,171.8,1014.4,61.6,7.1,139.1,11.9,5,,2021-11-02T06:33:33,2021-11-02T18:26:31,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"DNMM,remote,65201099999,VRJT5"
2021-11-03,,,,,None,,4964.1,105613.1,3744.2,104227.56,4543.7,50.872,49.766,349.0,299.0,"6.532954, 3.36739",2021-11-03,32.0,23.8,27.7,39.2,23.8,31.2,24.5,83.4,28.0,100,4.17,rain,,,24.1,22.3,197.3,1012.5,60.5,8.6,164.7,14.2,6,,2021-11-03T06:33:41,2021-11-03T18:26:22,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
2021-11-04,Abule Egba,FAGBA,11 KV,Feeder,FAULT AFFECTING AGBE RD 11KV FEEDER,AGBE ROAD,4558.6,101721.85,3264.7,100257.41,3190.7,51.71,49.497,350.0,299.0,"6.532954, 3.36739",2021-11-04,32.0,24.8,28.1,40.5,24.8,31.6,24.7,82.7,0.0,0,0.0,,,,20.5,20.5,199.2,1011.7,60.3,9.7,112.0,9.5,4,,2021-11-04T06:33:51,2021-11-04T18:26:14,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
2021-11-04,Abule Egba,FAGBA,11 KV,Feeder,FAULT AFFECTING AGBE RD 11KV FEEDER,AGBE ROAD,4558.6,101721.85,3264.7,100257.41,3190.7,51.71,49.497,350.0,299.0,"6.532954, 3.36739",2021-11-04,32.0,24.8,28.1,40.5,24.8,31.6,24.7,82.7,0.0,0,0.0,,,,20.5,20.5,199.2,1011.7,60.3,9.7,112.0,9.5,4,,2021-11-04T06:33:51,2021-11-04T18:26:14,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
2021-11-05,,,,,None,,4677.306753414339,99909.39750174712,3427.5210586711223,98649.27099676646,4002.7558213196953,51.148087043921,49.598785493251576,351.27442116619187,298.7165980898374,"6.532954, 3.36739",2021-11-05,28.9,23.0,25.7,33.4,23.0,26.9,23.3,87.1,12.0,100,4.17,rain,,,65.6,29.5,91.6,1012.0,49.1,8.3,127.1,10.9,5,,2021-11-05T06:34:01,2021-11-05T18:26:07,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,65201099999"
2021-11-06,Shomolu,OWORO,33 KV,Planned,"PLANNED OUTAGE REQUEST ON OWORO 1, 33KV FEEDER","OWORO, LADI LAK, PEDRO",4789.2,100941.01,3693.2,99560.97,4228.3,50.422,49.455,351.0,300.0,"6.532954, 3.36739",2021-11-06,32.0,23.0,27.3,39.2,23.0,30.2,24.0,82.9,0.0,0,0.0,,,,20.5,16.6,174.3,1011.1,51.7,7.3,192.1,16.8,7,,2021-11-06T06:34:12,2021-11-06T18:26:01,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
2021-11-07,,,,,None,,4604.1,97345.91,3222.3,96085.29,4099.8,50.953,49.73,352.0,293.0,"6.532954, 3.36739",2021-11-07,32.0,23.9,26.3,40.6,23.9,28.2,24.1,88.6,11.0,100,4.17,rain,,,83.5,22.3,242.4,1010.3,59.5,7.9,105.1,8.9,4,,2021-11-07T06:34:24,2021-11-07T18:25:56,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999,VRJT5"
2021-11-08,,,,,None,,4551.62,99461.05,3551.6,98122.01,4265.0,50.84,49.515,351.0,295.0,"6.532954, 3.36739",2021-11-08,32.0,23.0,27.1,40.6,23.0,30.5,24.4,86.6,0.0,0,0.0,,,,20.5,16.6,198.0,1009.9,52.2,8.3,159.7,13.7,6,,2021-11-08T06:34:37,2021-11-08T18:25:52,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999,VRJT5"
2021-11-09,,,,,None,,4684.0,100164.72,3713.7,98840.63756999192,4437.2,50.504,49.439,351.0,280.0,"6.532954, 3.36739",2021-11-09,33.0,24.9,27.8,40.6,24.9,31.0,24.7,84.2,0.0,0,0.0,,,,14.8,11.2,186.8,1010.7,48.2,9.7,86.2,7.4,3,,2021-11-09T06:34:50,2021-11-09T18:25:48,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
2021-11-10,,,,,None,,4763.3,102932.53,3779.4,101531.03,3863.1,50.481,48.97,350.0,298.0,"6.532954, 3.36739",2021-11-10,32.0,25.0,27.8,40.6,25.0,31.8,25.5,87.8,3.0,100,4.17,rain,,,13.0,15.8,238.2,1011.3,57.8,9.4,124.3,10.6,4,,2021-11-10T06:35:04,2021-11-10T18:25:46,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999"
2021-11-11,,,,,None,,4444.9,94750.9,3330.7,93647.83,4141.1,51.12,49.74,355.0,293.0,"6.532954, 3.36739",2021-11-11,32.0,23.2,25.9,40.6,23.2,27.6,24.1,90.2,126.0,100,4.17,rain,,,35.3,35.3,222.8,1011.8,58.8,8.0,93.9,8.1,3,,2021-11-11T06:35:19,2021-11-11T18:25:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999,VRJT5"
2021-11-12,,,,,None,,4668.312517318305,100884.10756954498,3614.5130882102094,99530.68697933364,4205.9882200561415,50.80764776476175,49.326452343948056,352.46913391980894,295.90822550550735,"6.532954, 3.36739",2021-11-12,32.0,23.0,27.4,39.2,23.0,31.1,24.3,84.4,0.7,100,16.67,rain,,,18.4,18.4,180.1,1010.1,52.4,9.0,164.0,14.1,6,,2021-11-12T06:35:34,2021-11-12T18:25:44,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999,VRJT5"
2021-11-13,,,,,None,,4707.68,105832.49,3976.4,104358.34,4508.4,50.485,49.0,351.0,296.0,"6.532954, 3.36739",2021-11-13,32.0,24.9,27.1,40.6,24.9,29.5,24.6,87.1,1.0,100,4.17,rain,,,22.3,18.4,200.7,1010.3,57.0,9.5,195.7,16.9,7,,2021-11-13T06:35:50,2021-11-13T18:25:45,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,65201099999,VRJT5"
2021-11-14,,,,,None,,4909.9,106621.56,4095.6,105198.19,4611.8,51.336,49.094,352.0,300.0,"6.532954, 3.36739",2021-11-14,32.0,23.9,26.9,40.6,23.9,29.6,23.9,84.2,0.4,100,8.33,rain,,,14.8,18.4,229.7,1011.4,53.3,9.5,166.0,14.4,7,,2021-11-14T06:36:07,2021-11-14T18:25:47,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
2021-11-15,Abule Egba,IJU,Not Specified,Feeder,CURRENT OUTAGE IS DUE TO A FEEDER FAULT,IJU,4858.27,107726.94,3968.9,106300.71,4795.5,50.664,49.101,352.0,295.0,"6.532954, 3.36739",2021-11-15,32.1,24.0,27.3,40.6,24.0,30.4,24.5,85.1,12.0,100,4.17,rain,,,16.6,13.0,225.0,1011.6,52.0,8.1,125.7,10.9,5,,2021-11-15T06:36:25,2021-11-15T18:25:49,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,65201099999,VRJT5"
2021-11-15,Shomolu,OWORO,Not Specified,Breaker,BREAKER FAULT ON HOSPITAL,11 OWOROINJ T1 HOSPITAL,4858.27,107726.94,3968.9,106300.71,4795.5,50.664,49.101,352.0,295.0,"6.532954, 3.36739",2021-11-15,32.1,24.0,27.3,40.6,24.0,30.4,24.5,85.1,12.0,100,4.17,rain,,,16.6,13.0,225.0,1011.6,52.0,8.1,125.7,10.9,5,,2021-11-15T06:36:25,2021-11-15T18:25:49,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,65201099999,VRJT5"
2021-11-16,,,,,None,,4869.3,105130.33,3810.9,103812.82,4787.9,50.695,48.84,354.0,298.0,"6.532954, 3.36739",2021-11-16,32.0,24.9,27.7,40.6,24.9,31.5,25.0,85.7,0.2,100,8.33,rain,,,18.4,18.4,211.2,1010.9,47.9,8.9,119.5,10.3,4,,2021-11-16T06:36:43,2021-11-16T18:25:53,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,DNMM,remote,65201099999"
2021-11-17,Abule Egba,ADIYAN,11 KV,Feeder,OUTAGE AFFECTING CUSTOMERS ON OPEILU 11KV FEEDER,ADIYAN,4893.787198098163,106283.5259616676,3928.905545343021,104849.96288755174,4642.45419598653,50.59899128279248,49.053814677717206,353.1958652941977,298.9477291777609,"6.532954, 3.36739",2021-11-17,33.0,25.0,28.7,42.1,25.0,33.9,25.5,83.2,0.0,0,0.0,,,,13.0,13.0,214.6,1010.3,54.7,9.4,98.8,8.5,4,,2021-11-17T06:37:02,2021-11-17T18:25:58,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
2021-11-17,Shomolu,OLATEJU,Not Specified,Transformer (N/S),11-MUSHININJ-T1-MUSHIN-OLATEJU,MUSHIN OLATEJU,4893.787198098163,106283.5259616676,3928.905545343021,104849.96288755174,4642.45419598653,50.59899128279248,49.053814677717206,353.1958652941977,298.9477291777609,"6.532954, 3.36739",2021-11-17,33.0,25.0,28.7,42.1,25.0,33.9,25.5,83.2,0.0,0,0.0,,,,13.0,13.0,214.6,1010.3,54.7,9.4,98.8,8.5,4,,2021-11-17T06:37:02,2021-11-17T18:25:58,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
