name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"6.514193, 3.308678",2022-04-13,31,24.7,27.4,39.1,24.7,30.6,24.3,83.8,0,0,0,rain,0,0,20.5,18.4,190.5,1009.2,50.7,8.3,248.5,21.3,9,30,2022-04-13T06:39:45,2022-04-13T18:54:58,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-04-14,32,25,28.6,39.2,25,33.2,25,81.5,1.3,100,4.17,rain,0,0,24.8,22.3,181.6,1009.8,52.4,10,269.9,23.3,10,60,2022-04-14T06:39:20,2022-04-14T18:54:54,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-04-15,32.1,25.7,29,40.7,25.7,33.7,24.7,78.6,0,0,0,rain,0,0,23,16.6,193.9,1010.2,63.1,11.8,276.2,24,10,30,2022-04-15T06:38:55,2022-04-15T18:54:49,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-04-16,33.3,26,29,40.8,26,33,24.1,76.6,7,100,4.17,rain,0,0,24.8,14,227,1010.2,64.4,13.5,181.7,15.5,6,60,2022-04-16T06:38:30,2022-04-16T18:54:45,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-04-17,33.2,25,28.9,43.8,25,34.5,25.7,83.4,0,0,0,rain,0,0,25.9,29.5,214.7,1009.4,53.9,9.9,286.2,24.7,10,60,2022-04-17T06:38:06,2022-04-17T18:54:42,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-04-18,29.2,23,25.7,33.6,23,27,23.1,86.3,36,100,8.33,rain,0,0,55.4,27.7,9.2,1010.8,51.8,8.7,72.6,6.3,3,10,2022-04-18T06:37:43,2022-04-18T18:54:39,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-04-19,32,25,28.3,39.2,25,31.8,24.5,80.7,0,0,0,,0,0,18.4,16.6,178.9,1011.5,54.3,9.1,167.9,14.4,8,30,2022-04-19T06:37:20,2022-04-19T18:54:36,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-04-20,34,25.2,29,43.5,25.2,34.3,25.6,82.7,2,100,4.17,rain,0,0,28.8,22.3,177,1010.6,51.7,9.4,280.8,24.2,10,60,2022-04-20T06:36:57,2022-04-20T18:54:33,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-04-21,30.2,23,26.6,35.4,23,29,23.5,83.6,20,100,4.17,rain,0,0,24.1,24.1,305.9,1010.8,54.6,9.8,219,19,7,30,2022-04-21T06:36:35,2022-04-21T18:54:31,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-04-22,33,24.2,28.3,40.6,24.2,32.2,24.7,81.5,0,0,0,,0,0,20.5,18.4,188.2,1010.3,47.6,9.2,282.7,24.5,9,60,2022-04-22T06:36:13,2022-04-22T18:54:29,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.514193, 3.308678",2022-04-23,34,25.1,29,42.1,25.1,33.6,25.1,80.7,0,0,0,rain,0,0,23,20.5,202.7,1009.9,43.9,10,282.2,24.3,10,30,2022-04-23T06:35:52,2022-04-23T18:54:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-04-24,28,22,25.7,32.7,22,27.2,24,90.9,28,100,4.17,rain,0,0,74.2,46.4,146.7,1010,62.4,9.6,200.4,17.4,9,60,2022-04-24T06:35:31,2022-04-24T18:54:26,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-04-25,32,23,27.9,39.2,23,31.5,24.1,80.8,0,0,0,,0,0,24.5,22.3,155.7,1009.5,53.1,10.5,299.1,25.9,10,60,2022-04-25T06:35:11,2022-04-25T18:54:26,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"6.514193, 3.308678",2022-04-26,33,24,28.4,42.1,24,32.1,23.8,77.2,0,0,0,,0,0,81.7,38.9,145.4,1009.8,43.2,9.7,215.6,18.6,10,60,2022-04-26T06:34:51,2022-04-26T18:54:25,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-04-27,33,23,28.7,40.6,23,32.9,24.4,78.4,0,0,0,,0,0,66.6,33.5,177.9,1010.1,68.6,10.5,254.5,22,9,60,2022-04-27T06:34:32,2022-04-27T18:54:25,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-04-28,31,23,26.5,37.8,23,29,23.5,84.4,24,100,4.17,rain,0,0,32,18.4,303.5,1011,54.4,7.5,121,10.4,5,30,2022-04-28T06:34:14,2022-04-28T18:54:26,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,65201099999"
"6.514193, 3.308678",2022-04-29,34,24.7,27.9,40.7,24.7,30.6,23.3,76.9,0,0,0,,0,0,18.7,20.5,132.8,1011,50.5,10.4,285.4,24.6,10,30,2022-04-29T06:33:56,2022-04-29T18:54:27,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-04-30,33,23.2,27.6,39.3,23.2,30.6,23.4,78.9,0,0,0,,0,0,18,16.6,205.4,1012.4,39.4,10,261.6,22.6,9,30,2022-04-30T06:33:39,2022-04-30T18:54:28,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-01,33,25.8,29,42.1,25.8,34.1,25.4,81.6,0,0,0,,0,0,22.3,18.4,196.6,1012.8,62.4,10.6,285.3,24.5,10,60,2022-05-01T06:33:22,2022-05-01T18:54:30,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-02,32,25,28.3,39.2,25,31.8,24.9,82.9,0,0,0,,0,0,31.3,18.4,187.3,1012.5,57.8,9.6,252,21.7,9,60,2022-05-02T06:33:06,2022-05-02T18:54:33,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-05-03,33,24.9,28.5,42.3,24.9,32.6,25,82.3,0,0,0,,0,0,25.9,22.3,202.3,1011.1,48.7,9.3,285.3,24.6,9,30,2022-05-03T06:32:51,2022-05-03T18:54:35,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-05-04,32.8,23,27.5,39.2,23,30.3,23.8,81.1,13,100,8.33,rain,0,0,22.7,19.8,186.9,1011.6,49.4,11.6,285.3,24.6,10,30,2022-05-04T06:32:36,2022-05-04T18:54:39,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-05,33,23,27.6,40.6,23,31.4,24,81.6,0,0,0,,0,0,22,22.3,208.2,1011.9,47,10,291.3,25.1,10,30,2022-05-05T06:32:22,2022-05-05T18:54:42,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-05-06,27.7,22.1,25.5,31.3,22.1,26.5,23.5,89,48,100,8.33,rain,0,0,38.2,20.5,104.5,1011.9,58.7,10.3,35.2,3,2,60,2022-05-06T06:32:09,2022-05-06T18:54:46,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-07,33,23,27.3,40.7,23,30.3,23.9,82.9,0,0,0,,0,0,27.7,24.1,197.8,1011.7,44.7,7.6,118.6,10.3,5,10,2022-05-07T06:31:56,2022-05-07T18:54:51,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-08,33,25,28.4,40.6,25,32.4,25,82.8,0,0,0,,0,0,23,25.9,207.8,1010.6,43.5,8.2,269.3,23.3,9,60,2022-05-08T06:31:44,2022-05-08T18:54:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-09,33,24,28.8,42.1,24,33.1,24.3,77.5,0.1,100,4.17,rain,0,0,29.9,25.9,229.8,1010.6,47.8,15.3,285.4,24.6,9,60,2022-05-09T06:31:33,2022-05-09T18:55:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-10,32.1,21,27.8,40.7,21,31.8,24.7,83.7,1,100,4.17,rain,0,0,24.1,20.5,205.2,1011.7,59.5,10,210,18.3,9,60,2022-05-10T06:31:22,2022-05-10T18:55:07,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-05-11,34,25.8,29.3,43.5,25.8,35.1,25.8,82.5,0,0,0,,0,0,22,15.5,190,1011.6,46.4,9.8,288.2,25,9,60,2022-05-11T06:31:12,2022-05-11T18:55:13,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-12,32,24.8,28.1,40.7,24.8,32.3,25.2,84.9,9,100,8.33,rain,0,0,18.7,22.3,192.8,1012.2,51.1,10,264.9,22.7,9,60,2022-05-12T06:31:03,2022-05-12T18:55:20,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-13,32.8,25.8,29.1,41.4,25.8,34.3,25.3,80.8,0,0,0,,0,0,25.2,16.6,205.7,1012.3,57.9,10,264.2,22.8,9,60,2022-05-13T06:30:55,2022-05-13T18:55:27,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-05-14,33,22.8,28,40.6,22.8,31.6,24,80.2,0.9,100,4.17,rain,0,0,33.5,27.7,167.1,1012.2,56,11.4,260.8,22.5,9,60,2022-05-14T06:30:47,2022-05-14T18:55:35,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-15,33.1,25,29.1,43.8,25,34.5,25.6,82.3,0,0,0,rain,0,0,22.3,18.4,196.7,1012.6,47.9,9.2,266.1,22.9,8,60,2022-05-15T06:30:40,2022-05-15T18:55:43,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-05-16,33.2,26,29.6,42.1,26,34.4,24.6,75.6,3,100,29.17,rain,0,0,22.3,19.4,209.8,1012.2,63.4,15.3,260.3,22.4,8,60,2022-05-16T06:30:33,2022-05-16T18:55:51,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-17,29.6,24.1,27.4,34.5,24.1,30.7,24.2,82.8,6,100,4.17,rain,0,0,31.7,27.7,156.5,1012,67.9,13.4,260.1,22.5,9,60,2022-05-17T06:30:28,2022-05-17T18:56:00,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-18,32,24.2,28.1,39.2,24.2,31.8,24.6,82.1,0.1,100,4.17,rain,0,0,23.4,22.3,195.6,1010.9,56.4,9.1,236.8,20.4,9,30,2022-05-18T06:30:23,2022-05-18T18:56:10,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-19,32,24.9,28.2,37.8,24.9,31.6,24.1,79.7,1,100,4.17,rain,0,0,26.3,18.7,181,1011.4,68.1,14.1,247,21.4,9,60,2022-05-19T06:30:18,2022-05-19T18:56:19,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-20,31,25.2,28.2,39.1,25.2,32.7,24.7,81.8,0.9,100,12.5,rain,0,0,23,18.4,178.3,1012.5,73.1,12.6,197.1,16.9,7,30,2022-05-20T06:30:15,2022-05-20T18:56:29,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-21,30.8,24,26.3,37.5,24,28.2,24.7,90.8,22,100,4.17,rain,0,0,24.5,20.5,253.4,1013.8,57.2,7.7,167.9,14.4,9,30,2022-05-21T06:30:12,2022-05-21T18:56:40,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-05-22,30.8,23,26.3,36.3,23,28.5,24,87.8,1,100,4.17,rain,0,0,20.2,13,270.1,1014.3,48.6,8.3,161.2,14,6,30,2022-05-22T06:30:10,2022-05-22T18:56:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-05-23,31,22.6,26.8,37.8,22.6,29.2,24.1,85.6,2.5,100,4.17,rain,0,0,23,33.5,7.2,1013.1,53.8,9.3,42.1,3.6,2,30,2022-05-23T06:30:08,2022-05-23T18:57:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-05-24,31.2,23,26.5,37.8,23,28.8,23.6,84.5,0,0,0,rain,0,0,26.6,18.3,187.3,1013.8,54.2,8.7,175.1,15.1,6,30,2022-05-24T06:30:08,2022-05-24T18:57:13,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-05-25,31,25,27.5,38.8,25,30.5,24.6,84.8,0,0,0,rain,0,0,20.5,18.4,195.5,1015.4,54.5,9.5,178.2,15.3,9,30,2022-05-25T06:30:08,2022-05-25T18:57:25,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-05-26,31,24.9,27.2,37.8,24.9,29.8,24.5,85.9,0,0,0,rain,0,0,25.9,22.3,178.3,1015.8,57.8,9.8,240.3,20.8,8,30,2022-05-26T06:30:08,2022-05-26T18:57:37,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-05-27,31,24,27.1,37.8,24,29.7,23.9,83.9,0.1,100,4.17,rain,0,0,24.1,20.5,173.9,1015.4,54.8,10,211.7,18.3,8,30,2022-05-27T06:30:09,2022-05-27T18:57:49,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-28,33,25,28.8,40.6,25,32.7,24.5,78.6,0,0,0,rain,0,0,19.8,18.4,190.3,1013.4,54.7,9.7,241.2,20.8,9,60,2022-05-28T06:30:11,2022-05-28T18:58:02,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-05-29,33,25.9,29,40.6,25.9,33.4,24,74.6,0,0,0,rain,0,0,24.1,20.5,184.4,1012.1,58.7,14.7,258.3,22.3,8,30,2022-05-29T06:30:14,2022-05-29T18:58:15,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-05-30,33,26,28.9,40.6,26,33.7,25.2,81.3,0,0,0,rain,0,0,23.4,20.5,187.2,1012.1,58.8,9.9,259.5,22.4,8,30,2022-05-30T06:30:17,2022-05-30T18:58:28,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"6.514193, 3.308678",2022-05-31,31.6,24.9,28,39.1,24.9,31.6,24.1,80.4,3,100,4.17,rain,0,0,24.8,20.5,180.7,1011.8,71.3,14.4,214.8,18.6,8,30,2022-05-31T06:30:21,2022-05-31T18:58:41,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-01,33,24.8,28.5,40.6,24.8,32.2,24.2,78.5,1,100,4.17,rain,0,0,17.3,16.6,199.8,1011.1,63.2,12.1,257.4,22.2,9,30,2022-06-01T06:30:25,2022-06-01T18:58:55,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-02,33,25,28.7,40.6,25,33,24.9,80.6,0,0,0,rain,0,0,27.7,25.9,188.1,1009.9,48.3,9.8,264.8,22.7,9,60,2022-06-02T06:30:30,2022-06-02T18:59:09,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-06-03,32.1,23,26.9,36,23,28.6,23.7,84,6,100,4.17,rain,0,0,23.8,17.3,218.7,1009.9,58.2,13.9,263.1,22.6,9,60,2022-06-03T06:30:36,2022-06-03T18:59:23,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-04,32,23,26.9,39.2,23,29.9,23.8,84,0,0,0,,0,0,20.5,24.1,196.1,1011.4,54.5,7.2,258.1,22.4,9,60,2022-06-04T06:30:42,2022-06-04T18:59:37,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-06-05,31,22.7,26.9,33.7,22.7,28.6,22.3,77.2,5,100,8.33,rain,0,0,31.7,33.5,97.3,1012,55.4,10.3,190.3,16.4,7,30,2022-06-05T06:30:48,2022-06-05T18:59:51,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-06,32,23.7,27.6,37.9,23.7,30.3,23.4,78.9,3,100,4.17,rain,0,0,18.4,14.8,211.8,1013,54.8,9.2,167.3,14.4,8,30,2022-06-06T06:30:56,2022-06-06T19:00:05,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-07,34,24,28.1,40.6,24,31.1,23.9,79.1,0,0,0,rain,0,0,24.1,20.5,224.6,1013.1,42.9,9.6,237.3,20.3,8,30,2022-06-07T06:31:03,2022-06-07T19:00:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-06-08,32,25,28.6,39.2,25,33.3,25,81.2,0,0,0,rain,0,0,24.8,18.4,218.4,1012.6,56,9.4,232.5,20.1,8,60,2022-06-08T06:31:12,2022-06-08T19:00:34,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-06-09,33,24,28.6,40.6,24,33.4,24.8,80.5,0.1,100,4.17,rain,0,0,20.5,22.3,196.3,1011.6,57.3,12,250.7,21.5,9,60,2022-06-09T06:31:20,2022-06-09T19:00:49,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-10,33,21.9,27,40.6,21.9,30.3,24.1,84.9,18,100,4.17,rain,0,0,100.1,59.4,179.4,1011.7,56.1,8.6,225.5,19.5,8,60,2022-06-10T06:31:30,2022-06-10T19:01:03,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-11,27,23,25.7,30.6,23,26.2,23.6,88.5,4,100,4.17,rain,0,0,24.5,42.5,240.6,1013.7,45.9,9.5,162.8,14,8,30,2022-06-11T06:31:39,2022-06-11T19:01:18,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-06-12,31.7,23.9,27.3,37.8,23.9,30.3,23.9,82.1,0,0,0,rain,0,0,24.1,20.5,206.9,1013.8,47.8,9.9,249,21.6,8,30,2022-06-12T06:31:49,2022-06-12T19:01:32,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-06-13,32,24.9,28.1,39.2,24.9,31.5,24.3,80.6,0,0,0,rain,0,0,27.7,20.5,217.2,1012.8,48.4,11.2,192,16.6,7,30,2022-06-13T06:32:00,2022-06-13T19:01:47,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-14,32,26,28.4,39.2,26,32.3,24.7,80.9,0,0,0,rain,0,0,27.4,22.3,204.5,1011.5,63.1,9.7,233.5,20.1,8,60,2022-06-14T06:32:11,2022-06-14T19:02:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"6.514193, 3.308678",2022-06-15,28,24.9,26.2,32.7,24.9,27.6,24.3,89.2,2,100,4.17,rain,0,0,32,20.5,236.8,1012,65.3,9.1,72.4,6.5,3,60,2022-06-15T06:32:22,2022-06-15T19:02:15,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-16,29,24,25.3,33.6,24,25.9,23.5,90,4,100,8.33,rain,0,0,33.1,18.4,254.1,1012.7,54.9,10,188.2,16.2,8,10,2022-06-16T06:32:33,2022-06-16T19:02:29,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-06-17,30.1,22.9,24.8,36.3,22.9,25.8,23.5,92.6,0,0,0,rain,0,0,31.7,22.3,253.9,1013,47.5,8.4,133.5,11.6,6,10,2022-06-17T06:32:45,2022-06-17T19:02:43,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-06-18,29,23.8,25.1,33.6,23.8,25.8,23.7,92.4,106,100,12.5,rain,0,0,23.8,13,265.6,1014.1,53.4,8.4,161.7,14.2,8,10,2022-06-18T06:32:57,2022-06-18T19:02:57,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-06-19,30,22.9,25.8,35.1,22.9,27.3,23.3,86.5,0,0,0,rain,0,0,18.4,14.8,212.7,1014.3,55.3,10.4,176.8,15.3,9,30,2022-06-19T06:33:10,2022-06-19T19:03:10,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-20,32,24,27.9,37.9,24,31.1,23.8,79.2,0.5,100,4.17,rain,0,0,19.4,14.8,195.3,1014.1,47,9.8,232.1,20,8,30,2022-06-20T06:33:22,2022-06-20T19:03:24,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-06-21,29.1,23,26.5,34.5,23,28.7,24,86.1,3,100,8.33,rain,0,0,31.7,20.5,198.7,1013.5,67.1,9,261.8,22.5,8,30,2022-06-21T06:33:35,2022-06-21T19:03:37,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-06-22,31,22,26.2,35.5,22,28,22.6,81.7,5,100,4.17,rain,0,0,27.4,18.4,218.2,1013.2,45.5,9.9,12.3,1.1,1,10,2022-06-22T06:33:48,2022-06-22T19:03:50,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-06-23,30,24.9,27.1,36.2,24.9,29.3,24.1,84,0,0,0,rain,0,0,25.9,18.4,190.3,1013.2,51.9,9.7,251.3,21.9,8,30,2022-06-23T06:34:02,2022-06-23T19:04:02,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,65201099999"
"6.514193, 3.308678",2022-06-24,31,22,25.1,38.1,22,25.8,23.3,90.2,73,100,8.33,rain,0,0,28.8,33.5,230.1,1012.4,68.3,10.4,184.9,15.9,8,30,2022-06-24T06:34:15,2022-06-24T19:04:14,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-25,31,21.9,26,36.6,21.9,28.1,22.7,83,0.4,100,8.33,rain,0,0,21.2,16.2,207.3,1012.8,57.9,8,230.7,20,8,30,2022-06-25T06:34:29,2022-06-25T19:04:26,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-26,29,24,26,33.6,24,26.8,23.6,87.3,0.5,100,4.17,rain,0,0,19.8,13,218.2,1013.5,50.4,9.6,203.4,17.5,7,30,2022-06-26T06:34:42,2022-06-26T19:04:38,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"6.514193, 3.308678",2022-06-27,31,23.7,26.9,37.8,23.7,29.5,24.2,85.7,0.2,100,4.17,rain,0,0,19.8,18.4,201.6,1013.4,62.1,10.2,158.8,13.9,5,30,2022-06-27T06:34:56,2022-06-27T19:04:49,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
